"INSTRUMENTID","EXCHANGEID","INSTRUMENTNAME","PRODUCTID","PRODUCTCLASS","MAXLIMITORDERVOLUME","MINLIMITORDERVOLUME","VOLUMEMULTIPLE","PRICETICK","OPENDATE","EXPIREDATE","UNDERLYINGINSTRID","UNDERLYINGMULTIPLE"
"RM105","CZCE","菜籽粕105","RM","1",1000,1,10,1,"20200520","20210514",null,null
"JR105","CZCE","粳稻谷105","JR","1",1000,1,20,1,"20200520","20210514",null,null
"AP105","CZCE","鲜苹果105","AP","1",1000,1,10,1,"20200520","20210514",null,1
"CJ105","CZCE","红枣105","CJ","1",1000,1,5,5,"20200520","20210514",null,1
"SA105","CZCE","纯碱105","SA","1",1000,1,20,1,"20200520","20210514",null,1
"a2105","DCE","黄大豆1号2105","a","1",1000,1,10,1,"20200520","20210519",null,null
"c2105","DCE","黄玉米2105","c","1",2000,1,10,1,"20200520","20210519",null,null
"l2105","DCE","线型低密度聚乙烯2105","l","1",1000,1,5,5,"20200520","20210519",null,null
"v2105","DCE","聚氯乙烯2105","v","1",1000,1,5,5,"20200520","20210519",null,null
"m2105","DCE","豆粕2105","m","1",1000,1,10,1,"20200520","20210519",null,null
"PM105","CZCE","普通小麦105","PM","1",1000,1,50,1,"20200520","20210514",null,null
"WH105","CZCE","优质强筋小麦105","WH","1",1000,1,20,1,"20200520","20210514",null,null
"rr2105","DCE","粳米2105","rr","1",1000,1,10,1,"20200520","20210519",null,1
"MA105","CZCE","甲醇MA105","MA","1",1000,1,10,1,"20200520","20210514",null,0
"FG105","CZCE","玻璃105","FG","1",1000,1,20,1,"20200520","20210514",null,null
"SR105","CZCE","白砂糖105","SR","1",1000,1,10,1,"20200520","20210514",null,null
"i2105","DCE","铁矿石2105","i","1",1000,1,100,0.5,"20200520","20210519",null,1
"pp2105","DCE","聚丙烯2105","pp","1",1000,1,5,1,"20200520","20210519",null,null
"RI105","CZCE","早籼稻105","RI","1",1000,1,20,1,"20200520","20210514",null,null
"SF105","CZCE","硅铁105","SF","1",1000,1,5,2,"20200520","20210514",null,null
"SM105","CZCE","锰硅105","SM","1",1000,1,5,2,"20200520","20210514",null,null
"UR105","CZCE","尿素105","UR","1",1000,1,20,1,"20200520","20210514",null,1
"CY105","CZCE","棉纱105","CY","1",1000,1,5,5,"20200520","20210514",null,1
"IO2008-C-4400","CFFEX","IO2008-C-4400","IO","6",20,1,100,0.2,"20200520","20200821","IO2008",1
"IO2008-P-4400","CFFEX","IO2008-P-4400","IO","6",20,1,100,0.2,"20200520","20200821","IO2008",1
"i2007-C-830","DCE","i2007-C-830","i_o","2",1000,1,100,0.1,"20200520","20200605","i2007",1
"au2007P384","SHFE","au2007P384","au_o","2",100,1,1000,0.02,"20200416","20200622","au2007",1
"au2007P388","SHFE","au2007P388","au_o","2",100,1,1000,0.02,"20200416","20200622","au2007",1
"au2007P392","SHFE","au2007P392","au_o","2",100,1,1000,0.02,"20200416","20200622","au2007",1
"au2007P396","SHFE","au2007P396","au_o","2",100,1,1000,0.02,"20200416","20200622","au2007",1
"au2007P400","SHFE","au2007P400","au_o","2",100,1,1000,0.02,"20200416","20200622","au2007",1
"au2007P408","SHFE","au2007P408","au_o","2",100,1,1000,0.02,"20200416","20200622","au2007",1
"au2007P416","SHFE","au2007P416","au_o","2",100,1,1000,0.02,"20200416","20200622","au2007",1
"au2007P424","SHFE","au2007P424","au_o","2",100,1,1000,0.02,"20200416","20200622","au2007",1
"au2007P432","SHFE","au2007P432","au_o","2",100,1,1000,0.02,"20200416","20200622","au2007",1
"au2007P440","SHFE","au2007P440","au_o","2",100,1,1000,0.02,"20200416","20200622","au2007",1
"au2007P448","SHFE","au2007P448","au_o","2",100,1,1000,0.02,"20200416","20200622","au2007",1
"cu2104C35000","SHFE","cu2104C35000","cu_o","2",100,1,5,1,"20200416","20210325","cu2104",1
"cu2104C35500","SHFE","cu2104C35500","cu_o","2",100,1,5,1,"20200416","20210325","cu2104",1
"cu2104C36000","SHFE","cu2104C36000","cu_o","2",100,1,5,1,"20200416","20210325","cu2104",1
"cu2104C36500","SHFE","cu2104C36500","cu_o","2",100,1,5,1,"20200416","20210325","cu2104",1
"cu2104C37000","SHFE","cu2104C37000","cu_o","2",100,1,5,1,"20200416","20210325","cu2104",1
"cu2104C37500","SHFE","cu2104C37500","cu_o","2",100,1,5,1,"20200416","20210325","cu2104",1
"cu2104C38000","SHFE","cu2104C38000","cu_o","2",100,1,5,1,"20200416","20210325","cu2104",1
"cu2104C38500","SHFE","cu2104C38500","cu_o","2",100,1,5,1,"20200416","20210325","cu2104",1
"cu2104C39000","SHFE","cu2104C39000","cu_o","2",100,1,5,1,"20200416","20210325","cu2104",1
"cu2104C39500","SHFE","cu2104C39500","cu_o","2",100,1,5,1,"20200416","20210325","cu2104",1
"cu2104C40000","SHFE","cu2104C40000","cu_o","2",100,1,5,1,"20200416","20210325","cu2104",1
"cu2104C41000","SHFE","cu2104C41000","cu_o","2",100,1,5,1,"20200416","20210325","cu2104",1
"cu2104C42000","SHFE","cu2104C42000","cu_o","2",100,1,5,1,"20200416","20210325","cu2104",1
"cu2104C43000","SHFE","cu2104C43000","cu_o","2",100,1,5,1,"20200416","20210325","cu2104",1
"cu2009P39000","SHFE","cu2009P39000","cu_o","2",100,1,5,1,"20200319","20200825","cu2009",1
"cu2009P39500","SHFE","cu2009P39500","cu_o","2",100,1,5,1,"20200319","20200825","cu2009",1
"cu2010C37500","SHFE","cu2010C37500","cu_o","2",100,1,5,1,"20200319","20200924","cu2010",1
"cu2010C38000","SHFE","cu2010C38000","cu_o","2",100,1,5,1,"20200319","20200924","cu2010",1
"cu2010C38500","SHFE","cu2010C38500","cu_o","2",100,1,5,1,"20200319","20200924","cu2010",1
"cu2010C39000","SHFE","cu2010C39000","cu_o","2",100,1,5,1,"20200319","20200924","cu2010",1
"cu2010C39500","SHFE","cu2010C39500","cu_o","2",100,1,5,1,"20200319","20200924","cu2010",1
"cu2010P37500","SHFE","cu2010P37500","cu_o","2",100,1,5,1,"20200319","20200924","cu2010",1
"cu2010P38000","SHFE","cu2010P38000","cu_o","2",100,1,5,1,"20200319","20200924","cu2010",1
"cu2010P38500","SHFE","cu2010P38500","cu_o","2",100,1,5,1,"20200319","20200924","cu2010",1
"cu2010P39000","SHFE","cu2010P39000","cu_o","2",100,1,5,1,"20200319","20200924","cu2010",1
"cu2010P39500","SHFE","cu2010P39500","cu_o","2",100,1,5,1,"20200319","20200924","cu2010",1
"cu2011C38000","SHFE","cu2011C38000","cu_o","2",100,1,5,1,"20200319","20201026","cu2011",1
"cu2011C38500","SHFE","cu2011C38500","cu_o","2",100,1,5,1,"20200319","20201026","cu2011",1
"cu2011C39000","SHFE","cu2011C39000","cu_o","2",100,1,5,1,"20200319","20201026","cu2011",1
"cu2011C39500","SHFE","cu2011C39500","cu_o","2",100,1,5,1,"20200319","20201026","cu2011",1
"cu2011P38000","SHFE","cu2011P38000","cu_o","2",100,1,5,1,"20200319","20201026","cu2011",1
"cu2011P38500","SHFE","cu2011P38500","cu_o","2",100,1,5,1,"20200319","20201026","cu2011",1
"cu2011P39000","SHFE","cu2011P39000","cu_o","2",100,1,5,1,"20200319","20201026","cu2011",1
"cu2011P39500","SHFE","cu2011P39500","cu_o","2",100,1,5,1,"20200319","20201026","cu2011",1
"cu2012C37500","SHFE","cu2012C37500","cu_o","2",100,1,5,1,"20200319","20201124","cu2012",1
"cu2012C38000","SHFE","cu2012C38000","cu_o","2",100,1,5,1,"20200319","20201124","cu2012",1
"cu2012C38500","SHFE","cu2012C38500","cu_o","2",100,1,5,1,"20200319","20201124","cu2012",1
"cu2012C39000","SHFE","cu2012C39000","cu_o","2",100,1,5,1,"20200319","20201124","cu2012",1
"cu2012C39500","SHFE","cu2012C39500","cu_o","2",100,1,5,1,"20200319","20201124","cu2012",1
"cu2007P37000","SHFE","cu2007P37000","cu_o","2",100,1,5,1,"20200320","20200622","cu2007",1
"cu2008C33500","SHFE","cu2008C33500","cu_o","2",100,1,5,1,"20200320","20200727","cu2008",1
"cu2008C34000","SHFE","cu2008C34000","cu_o","2",100,1,5,1,"20200320","20200727","cu2008",1
"cu2008C34500","SHFE","cu2008C34500","cu_o","2",100,1,5,1,"20200320","20200727","cu2008",1
"cu2008C35000","SHFE","cu2008C35000","cu_o","2",100,1,5,1,"20200320","20200727","cu2008",1
"cu2008C35500","SHFE","cu2008C35500","cu_o","2",100,1,5,1,"20200320","20200727","cu2008",1
"cu2008C36000","SHFE","cu2008C36000","cu_o","2",100,1,5,1,"20200320","20200727","cu2008",1
"cu2008C36500","SHFE","cu2008C36500","cu_o","2",100,1,5,1,"20200320","20200727","cu2008",1
"cu2008C37000","SHFE","cu2008C37000","cu_o","2",100,1,5,1,"20200320","20200727","cu2008",1
"cu2008P33500","SHFE","cu2008P33500","cu_o","2",100,1,5,1,"20200320","20200727","cu2008",1
"cu2008P34000","SHFE","cu2008P34000","cu_o","2",100,1,5,1,"20200320","20200727","cu2008",1
"cu2008P34500","SHFE","cu2008P34500","cu_o","2",100,1,5,1,"20200320","20200727","cu2008",1
"cu2008P35000","SHFE","cu2008P35000","cu_o","2",100,1,5,1,"20200320","20200727","cu2008",1
"cu2008P35500","SHFE","cu2008P35500","cu_o","2",100,1,5,1,"20200320","20200727","cu2008",1
"cu2008P36000","SHFE","cu2008P36000","cu_o","2",100,1,5,1,"20200320","20200727","cu2008",1
"cu2008P36500","SHFE","cu2008P36500","cu_o","2",100,1,5,1,"20200320","20200727","cu2008",1
"cu2008P37000","SHFE","cu2008P37000","cu_o","2",100,1,5,1,"20200320","20200727","cu2008",1
"cu2009C33500","SHFE","cu2009C33500","cu_o","2",100,1,5,1,"20200320","20200825","cu2009",1
"cu2009C34000","SHFE","cu2009C34000","cu_o","2",100,1,5,1,"20200320","20200825","cu2009",1
"cu2009C34500","SHFE","cu2009C34500","cu_o","2",100,1,5,1,"20200320","20200825","cu2009",1
"cu2009C35000","SHFE","cu2009C35000","cu_o","2",100,1,5,1,"20200320","20200825","cu2009",1
"cu2009C35500","SHFE","cu2009C35500","cu_o","2",100,1,5,1,"20200320","20200825","cu2009",1
"cu2009C36000","SHFE","cu2009C36000","cu_o","2",100,1,5,1,"20200320","20200825","cu2009",1
"cu2009C36500","SHFE","cu2009C36500","cu_o","2",100,1,5,1,"20200320","20200825","cu2009",1
"cu2009C37000","SHFE","cu2009C37000","cu_o","2",100,1,5,1,"20200320","20200825","cu2009",1
"i2007-C-840","DCE","i2007-C-840","i_o","2",1000,1,100,0.1,"20200520","20200605","i2007",1
"i2007-P-830","DCE","i2007-P-830","i_o","2",1000,1,100,0.1,"20200520","20200605","i2007",1
"i2007-P-840","DCE","i2007-P-840","i_o","2",1000,1,100,0.1,"20200520","20200605","i2007",1
"i2008-C-810","DCE","i2008-C-810","i_o","2",1000,1,100,0.1,"20200520","20200707","i2008",1
"i2008-C-820","DCE","i2008-C-820","i_o","2",1000,1,100,0.1,"20200520","20200707","i2008",1
"i2008-P-810","DCE","i2008-P-810","i_o","2",1000,1,100,0.1,"20200520","20200707","i2008",1
"i2008-P-820","DCE","i2008-P-820","i_o","2",1000,1,100,0.1,"20200520","20200707","i2008",1
"i2009-C-780","DCE","i2009-C-780","i_o","2",1000,1,100,0.1,"20200520","20200807","i2009",1
"i2009-C-790","DCE","i2009-C-790","i_o","2",1000,1,100,0.1,"20200520","20200807","i2009",1
"i2009-P-780","DCE","i2009-P-780","i_o","2",1000,1,100,0.1,"20200520","20200807","i2009",1
"i2009-P-790","DCE","i2009-P-790","i_o","2",1000,1,100,0.1,"20200520","20200807","i2009",1
"i2010-C-760","DCE","i2010-C-760","i_o","2",1000,1,100,0.1,"20200520","20200907","i2010",1
"i2010-P-760","DCE","i2010-P-760","i_o","2",1000,1,100,0.1,"20200520","20200907","i2010",1
"i2011-C-740","DCE","i2011-C-740","i_o","2",1000,1,100,0.1,"20200520","20201015","i2011",1
"i2011-C-750","DCE","i2011-C-750","i_o","2",1000,1,100,0.1,"20200520","20201015","i2011",1
"i2011-P-740","DCE","i2011-P-740","i_o","2",1000,1,100,0.1,"20200520","20201015","i2011",1
"i2011-P-750","DCE","i2011-P-750","i_o","2",1000,1,100,0.1,"20200520","20201015","i2011",1
"i2012-C-730","DCE","i2012-C-730","i_o","2",1000,1,100,0.1,"20200520","20201106","i2012",1
"i2012-P-730","DCE","i2012-P-730","i_o","2",1000,1,100,0.1,"20200520","20201106","i2012",1
"i2101-C-710","DCE","i2101-C-710","i_o","2",1000,1,100,0.1,"20200520","20201207","i2101",1
"i2101-P-710","DCE","i2101-P-710","i_o","2",1000,1,100,0.1,"20200520","20201207","i2101",1
"i2102-C-700","DCE","i2102-C-700","i_o","2",1000,1,100,0.1,"20200520","20210108","i2102",1
"i2102-C-710","DCE","i2102-C-710","i_o","2",1000,1,100,0.1,"20200520","20210108","i2102",1
"i2102-P-700","DCE","i2102-P-700","i_o","2",1000,1,100,0.1,"20200520","20210108","i2102",1
"i2102-P-710","DCE","i2102-P-710","i_o","2",1000,1,100,0.1,"20200520","20210108","i2102",1
"cu2104C44000","SHFE","cu2104C44000","cu_o","2",100,1,5,1,"20200416","20210325","cu2104",1
"cu2104C45000","SHFE","cu2104C45000","cu_o","2",100,1,5,1,"20200416","20210325","cu2104",1
"cu2104C46000","SHFE","cu2104C46000","cu_o","2",100,1,5,1,"20200416","20210325","cu2104",1
"cu2104C47000","SHFE","cu2104C47000","cu_o","2",100,1,5,1,"20200416","20210325","cu2104",1
"cu2104C48000","SHFE","cu2104C48000","cu_o","2",100,1,5,1,"20200416","20210325","cu2104",1
"cu2104C49000","SHFE","cu2104C49000","cu_o","2",100,1,5,1,"20200416","20210325","cu2104",1
"cu2104P35000","SHFE","cu2104P35000","cu_o","2",100,1,5,1,"20200416","20210325","cu2104",1
"cu2104P35500","SHFE","cu2104P35500","cu_o","2",100,1,5,1,"20200416","20210325","cu2104",1
"cu2104P36000","SHFE","cu2104P36000","cu_o","2",100,1,5,1,"20200416","20210325","cu2104",1
"cu2104P36500","SHFE","cu2104P36500","cu_o","2",100,1,5,1,"20200416","20210325","cu2104",1
"cu2104P37000","SHFE","cu2104P37000","cu_o","2",100,1,5,1,"20200416","20210325","cu2104",1
"cu2104P37500","SHFE","cu2104P37500","cu_o","2",100,1,5,1,"20200416","20210325","cu2104",1
"cu2104P38000","SHFE","cu2104P38000","cu_o","2",100,1,5,1,"20200416","20210325","cu2104",1
"cu2104P38500","SHFE","cu2104P38500","cu_o","2",100,1,5,1,"20200416","20210325","cu2104",1
"cu2104P39000","SHFE","cu2104P39000","cu_o","2",100,1,5,1,"20200416","20210325","cu2104",1
"cu2104P39500","SHFE","cu2104P39500","cu_o","2",100,1,5,1,"20200416","20210325","cu2104",1
"cu2104P40000","SHFE","cu2104P40000","cu_o","2",100,1,5,1,"20200416","20210325","cu2104",1
"cu2104P41000","SHFE","cu2104P41000","cu_o","2",100,1,5,1,"20200416","20210325","cu2104",1
"cu2104P42000","SHFE","cu2104P42000","cu_o","2",100,1,5,1,"20200416","20210325","cu2104",1
"cu2104P43000","SHFE","cu2104P43000","cu_o","2",100,1,5,1,"20200416","20210325","cu2104",1
"cu2104P44000","SHFE","cu2104P44000","cu_o","2",100,1,5,1,"20200416","20210325","cu2104",1
"cu2104P45000","SHFE","cu2104P45000","cu_o","2",100,1,5,1,"20200416","20210325","cu2104",1
"cu2104P46000","SHFE","cu2104P46000","cu_o","2",100,1,5,1,"20200416","20210325","cu2104",1
"cu2104P47000","SHFE","cu2104P47000","cu_o","2",100,1,5,1,"20200416","20210325","cu2104",1
"cu2104P48000","SHFE","cu2104P48000","cu_o","2",100,1,5,1,"20200416","20210325","cu2104",1
"cu2012P37500","SHFE","cu2012P37500","cu_o","2",100,1,5,1,"20200319","20201124","cu2012",1
"cu2012P38000","SHFE","cu2012P38000","cu_o","2",100,1,5,1,"20200319","20201124","cu2012",1
"cu2012P38500","SHFE","cu2012P38500","cu_o","2",100,1,5,1,"20200319","20201124","cu2012",1
"cu2012P39000","SHFE","cu2012P39000","cu_o","2",100,1,5,1,"20200319","20201124","cu2012",1
"cu2012P39500","SHFE","cu2012P39500","cu_o","2",100,1,5,1,"20200319","20201124","cu2012",1
"cu2101C38000","SHFE","cu2101C38000","cu_o","2",100,1,5,1,"20200319","20201225","cu2101",1
"cu2101C38500","SHFE","cu2101C38500","cu_o","2",100,1,5,1,"20200319","20201225","cu2101",1
"cu2101C39000","SHFE","cu2101C39000","cu_o","2",100,1,5,1,"20200319","20201225","cu2101",1
"cu2101C39500","SHFE","cu2101C39500","cu_o","2",100,1,5,1,"20200319","20201225","cu2101",1
"cu2101P38000","SHFE","cu2101P38000","cu_o","2",100,1,5,1,"20200319","20201225","cu2101",1
"cu2101P38500","SHFE","cu2101P38500","cu_o","2",100,1,5,1,"20200319","20201225","cu2101",1
"cu2101P39000","SHFE","cu2101P39000","cu_o","2",100,1,5,1,"20200319","20201225","cu2101",1
"cu2101P39500","SHFE","cu2101P39500","cu_o","2",100,1,5,1,"20200319","20201225","cu2101",1
"cu2102C38000","SHFE","cu2102C38000","cu_o","2",100,1,5,1,"20200319","20210125","cu2102",1
"cu2102C38500","SHFE","cu2102C38500","cu_o","2",100,1,5,1,"20200319","20210125","cu2102",1
"cu2102C39000","SHFE","cu2102C39000","cu_o","2",100,1,5,1,"20200319","20210125","cu2102",1
"cu2102C39500","SHFE","cu2102C39500","cu_o","2",100,1,5,1,"20200319","20210125","cu2102",1
"cu2102C40000","SHFE","cu2102C40000","cu_o","2",100,1,5,1,"20200319","20210125","cu2102",1
"cu2102P38000","SHFE","cu2102P38000","cu_o","2",100,1,5,1,"20200319","20210125","cu2102",1
"cu2102P38500","SHFE","cu2102P38500","cu_o","2",100,1,5,1,"20200319","20210125","cu2102",1
"cu2102P39000","SHFE","cu2102P39000","cu_o","2",100,1,5,1,"20200319","20210125","cu2102",1
"cu2102P39500","SHFE","cu2102P39500","cu_o","2",100,1,5,1,"20200319","20210125","cu2102",1
"cu2102P40000","SHFE","cu2102P40000","cu_o","2",100,1,5,1,"20200319","20210125","cu2102",1
"ru2005C8900","SHFE","ru2005C8900","ru_o","2",100,1,10,1,"20200319","20200424","ru2005",1
"ru2005P8900","SHFE","ru2005P8900","ru_o","2",100,1,10,1,"20200319","20200424","ru2005",1
"cu2009P33500","SHFE","cu2009P33500","cu_o","2",100,1,5,1,"20200320","20200825","cu2009",1
"cu2009P34000","SHFE","cu2009P34000","cu_o","2",100,1,5,1,"20200320","20200825","cu2009",1
"cu2009P34500","SHFE","cu2009P34500","cu_o","2",100,1,5,1,"20200320","20200825","cu2009",1
"cu2009P35000","SHFE","cu2009P35000","cu_o","2",100,1,5,1,"20200320","20200825","cu2009",1
"cu2009P35500","SHFE","cu2009P35500","cu_o","2",100,1,5,1,"20200320","20200825","cu2009",1
"cu2009P36000","SHFE","cu2009P36000","cu_o","2",100,1,5,1,"20200320","20200825","cu2009",1
"cu2009P36500","SHFE","cu2009P36500","cu_o","2",100,1,5,1,"20200320","20200825","cu2009",1
"cu2009P37000","SHFE","cu2009P37000","cu_o","2",100,1,5,1,"20200320","20200825","cu2009",1
"cu2010C33500","SHFE","cu2010C33500","cu_o","2",100,1,5,1,"20200320","20200924","cu2010",1
"cu2010C34000","SHFE","cu2010C34000","cu_o","2",100,1,5,1,"20200320","20200924","cu2010",1
"cu2010C34500","SHFE","cu2010C34500","cu_o","2",100,1,5,1,"20200320","20200924","cu2010",1
"cu2010C35000","SHFE","cu2010C35000","cu_o","2",100,1,5,1,"20200320","20200924","cu2010",1
"cu2010C35500","SHFE","cu2010C35500","cu_o","2",100,1,5,1,"20200320","20200924","cu2010",1
"cu2010C36000","SHFE","cu2010C36000","cu_o","2",100,1,5,1,"20200320","20200924","cu2010",1
"cu2010C36500","SHFE","cu2010C36500","cu_o","2",100,1,5,1,"20200320","20200924","cu2010",1
"cu2010C37000","SHFE","cu2010C37000","cu_o","2",100,1,5,1,"20200320","20200924","cu2010",1
"cu2010P33500","SHFE","cu2010P33500","cu_o","2",100,1,5,1,"20200320","20200924","cu2010",1
"cu2010P34000","SHFE","cu2010P34000","cu_o","2",100,1,5,1,"20200320","20200924","cu2010",1
"cu2010P34500","SHFE","cu2010P34500","cu_o","2",100,1,5,1,"20200320","20200924","cu2010",1
"cu2010P35000","SHFE","cu2010P35000","cu_o","2",100,1,5,1,"20200320","20200924","cu2010",1
"cu2010P35500","SHFE","cu2010P35500","cu_o","2",100,1,5,1,"20200320","20200924","cu2010",1
"cu2010P36000","SHFE","cu2010P36000","cu_o","2",100,1,5,1,"20200320","20200924","cu2010",1
"cu2010P36500","SHFE","cu2010P36500","cu_o","2",100,1,5,1,"20200320","20200924","cu2010",1
"cu2010P37000","SHFE","cu2010P37000","cu_o","2",100,1,5,1,"20200320","20200924","cu2010",1
"cu2011C33500","SHFE","cu2011C33500","cu_o","2",100,1,5,1,"20200320","20201026","cu2011",1
"i2103-C-690","DCE","i2103-C-690","i_o","2",1000,1,100,0.1,"20200520","20210205","i2103",1
"i2103-P-690","DCE","i2103-P-690","i_o","2",1000,1,100,0.1,"20200520","20210205","i2103",1
"i2104-C-680","DCE","i2104-C-680","i_o","2",1000,1,100,0.1,"20200520","20210305","i2104",1
"i2104-P-680","DCE","i2104-P-680","i_o","2",1000,1,100,0.1,"20200520","20210305","i2104",1
"au2108P344","SHFE","au2108P344","au_o","2",100,1,1000,0.02,"20200716","20210726","au2108",1
"au2108P348","SHFE","au2108P348","au_o","2",100,1,1000,0.02,"20200716","20210726","au2108",1
"au2108P352","SHFE","au2108P352","au_o","2",100,1,1000,0.02,"20200716","20210726","au2108",1
"au2108P356","SHFE","au2108P356","au_o","2",100,1,1000,0.02,"20200716","20210726","au2108",1
"au2108P360","SHFE","au2108P360","au_o","2",100,1,1000,0.02,"20200716","20210726","au2108",1
"au2108P364","SHFE","au2108P364","au_o","2",100,1,1000,0.02,"20200716","20210726","au2108",1
"IO2009-P-4050","CFFEX","IO2009-P-4050","IO","6",20,1,100,0.2,"20200622","20200918","IO2009",1
"IO2009-P-4150","CFFEX","IO2009-P-4150","IO","6",20,1,100,0.2,"20200622","20200918","IO2009",1
"IO2009-P-4250","CFFEX","IO2009-P-4250","IO","6",20,1,100,0.2,"20200622","20200918","IO2009",1
"IO2009-P-4350","CFFEX","IO2009-P-4350","IO","6",20,1,100,0.2,"20200622","20200918","IO2009",1
"IO2009-P-4450","CFFEX","IO2009-P-4450","IO","6",20,1,100,0.2,"20200622","20200918","IO2009",1
"IO2009-P-4550","CFFEX","IO2009-P-4550","IO","6",20,1,100,0.2,"20200622","20200918","IO2009",1
"IO2103-C-4600","CFFEX","IO2103-C-4600","IO","6",20,1,100,0.2,"20200622","20210319","IO2103",1
"i2009-C-820","DCE","i2009-C-820","i_o","2",1000,1,100,0.1,"20200601","20200807","i2009",1
"i2009-P-820","DCE","i2009-P-820","i_o","2",1000,1,100,0.1,"20200601","20200807","i2009",1
"i2010-C-800","DCE","i2010-C-800","i_o","2",1000,1,100,0.1,"20200601","20200907","i2010",1
"i2010-P-800","DCE","i2010-P-800","i_o","2",1000,1,100,0.1,"20200601","20200907","i2010",1
"IO2103-P-4600","CFFEX","IO2103-P-4600","IO","6",20,1,100,0.2,"20200622","20210319","IO2103",1
"IO2106-C-3600","CFFEX","IO2106-C-3600","IO","6",20,1,100,0.2,"20200622","20210618","IO2106",1
"IO2106-C-3700","CFFEX","IO2106-C-3700","IO","6",20,1,100,0.2,"20200622","20210618","IO2106",1
"IO2106-C-3800","CFFEX","IO2106-C-3800","IO","6",20,1,100,0.2,"20200622","20210618","IO2106",1
"cu2104P49000","SHFE","cu2104P49000","cu_o","2",100,1,5,1,"20200416","20210325","cu2104",1
"ru2104C10000","SHFE","ru2104C10000","ru_o","2",100,1,10,1,"20200416","20210325","ru2104",1
"ru2104C10250","SHFE","ru2104C10250","ru_o","2",100,1,10,1,"20200416","20210325","ru2104",1
"ru2104C10500","SHFE","ru2104C10500","ru_o","2",100,1,10,1,"20200416","20210325","ru2104",1
"ru2104C10750","SHFE","ru2104C10750","ru_o","2",100,1,10,1,"20200416","20210325","ru2104",1
